category,amc,metric,coverage_pct
Flexi Cap,TATA,return_6m,100.0
Flexi Cap,TATA,roe,100.0
Flexi Cap,TATA,rolling_3y,100.0
Flexi Cap,TATA,rolling_5y,100.0
Flexi Cap,TATA,sector_hhi,100.0
Flexi Cap,TATA,sharpe,50.0
Flexi Cap,TATA,sortino,50.0
Flexi Cap,TATA,stock_count,100.0
Flexi Cap,TATA,ter,100.0
Flexi Cap,TATA,top10,100.0
Flexi Cap,TATA,top3_sector,100.0
Flexi Cap,TATA,turnover,100.0
Flexi Cap,TATA,up_beta,50.0
Flexi Cap,TATA,volatility,100.0
Flexi Cap,TAURUS,aum,100.0
Flexi Cap,TAURUS,cagr_1y,100.0
Flexi Cap,TAURUS,cagr_3y,100.0
Flexi Cap,TAURUS,cagr_5y,100.0
Flexi Cap,TAURUS,down_beta,100.0
Flexi Cap,TAURUS,iqr_3y,100.0
Flexi Cap,TAURUS,iqr_5y,100.0
Flexi Cap,TAURUS,ir,100.0
Flexi Cap,TAURUS,manager_experience,100.0
Flexi Cap,TAURUS,max_dd,100.0
Flexi Cap,TAURUS,pb,100.0
Flexi Cap,TAURUS,pe,100.0
Flexi Cap,TAURUS,return_3m,100.0
Flexi Cap,TAURUS,return_6m,100.0
Flexi Cap,TAURUS,roe,100.0
Flexi Cap,TAURUS,rolling_3y,100.0
Flexi Cap,TAURUS,rolling_5y,100.0
Flexi Cap,TAURUS,sector_hhi,100.0
Flexi Cap,TAURUS,sharpe,100.0
Flexi Cap,TAURUS,sortino,100.0
Flexi Cap,TAURUS,stock_count,100.0
Flexi Cap,TAURUS,ter,100.0
Flexi Cap,TAURUS,top10,100.0
Flexi Cap,TAURUS,top3_sector,100.0
Flexi Cap,TAURUS,turnover,100.0
Flexi Cap,TAURUS,up_beta,100.0
Flexi Cap,TAURUS,volatility,100.0
Flexi Cap,TRUSTMF,aum,100.0
Flexi Cap,TRUSTMF,cagr_1y,100.0
Flexi Cap,TRUSTMF,cagr_3y,0.0
Flexi Cap,TRUSTMF,cagr_5y,0.0
Flexi Cap,TRUSTMF,down_beta,0.0
Flexi Cap,TRUSTMF,iqr_3y,0.0
Flexi Cap,TRUSTMF,iqr_5y,0.0
Flexi Cap,TRUSTMF,ir,0.0
Flexi Cap,TRUSTMF,manager_experience,100.0
Flexi Cap,TRUSTMF,max_dd,100.0
Flexi Cap,TRUSTMF,pb,100.0
Flexi Cap,TRUSTMF,pe,100.0
Flexi Cap,TRUSTMF,return_3m,100.0
Flexi Cap,TRUSTMF,return_6m,100.0
Flexi Cap,TRUSTMF,roe,100.0
Flexi Cap,TRUSTMF,rolling_3y,0.0
Flexi Cap,TRUSTMF,rolling_5y,0.0
Flexi Cap,TRUSTMF,sector_hhi,100.0
Flexi Cap,TRUSTMF,sharpe,0.0
Flexi Cap,TRUSTMF,sortino,0.0
Flexi Cap,TRUSTMF,stock_count,100.0
Flexi Cap,TRUSTMF,ter,100.0
Flexi Cap,TRUSTMF,top10,100.0
Flexi Cap,TRUSTMF,top3_sector,100.0
Flexi Cap,TRUSTMF,turnover,100.0
Flexi Cap,TRUSTMF,up_beta,0.0
Flexi Cap,TRUSTMF,volatility,100.0
Flexi Cap,UNIFI,aum,100.0
Flexi Cap,UNIFI,cagr_1y,0.0
Flexi Cap,UNIFI,cagr_3y,0.0
Flexi Cap,UNIFI,cagr_5y,0.0
Flexi Cap,UNIFI,down_beta,0.0
Flexi Cap,UNIFI,iqr_3y,0.0
Flexi Cap,UNIFI,iqr_5y,0.0
Flexi Cap,UNIFI,ir,0.0
Flexi Cap,UNIFI,manager_experience,0.0
Flexi Cap,UNIFI,max_dd,0.0
Flexi Cap,UNIFI,pb,100.0
Flexi Cap,UNIFI,pe,100.0
Flexi Cap,UNIFI,return_3m,0.0
Flexi Cap,UNIFI,return_6m,0.0
Flexi Cap,UNIFI,roe,100.0
Flexi Cap,UNIFI,rolling_3y,0.0
Flexi Cap,UNIFI,rolling_5y,0.0
Flexi Cap,UNIFI,sector_hhi,100.0
Flexi Cap,UNIFI,sharpe,0.0
Flexi Cap,UNIFI,sortino,0.0
Flexi Cap,UNIFI,stock_count,100.0
Flexi Cap,UNIFI,ter,100.0
Flexi Cap,UNIFI,top10,100.0
Flexi Cap,UNIFI,top3_sector,100.0
Flexi Cap,UNIFI,turnover,100.0
Flexi Cap,UNIFI,up_beta,0.0
Flexi Cap,UNIFI,volatility,0.0
Flexi Cap,UNION,aum,100.0
Flexi Cap,UNION,cagr_1y,100.0
Flexi Cap,UNION,cagr_3y,100.0
Flexi Cap,UNION,cagr_5y,100.0
Flexi Cap,UNION,down_beta,100.0
Flexi Cap,UNION,iqr_3y,100.0
Flexi Cap,UNION,iqr_5y,100.0
Flexi Cap,UNION,ir,100.0
Flexi Cap,UNION,manager_experience,100.0
Flexi Cap,UNION,max_dd,100.0
Flexi Cap,UNION,pb,100.0
Flexi Cap,UNION,pe,100.0
Flexi Cap,UNION,return_3m,100.0
Flexi Cap,UNION,return_6m,100.0
Flexi Cap,UNION,roe,100.0
Flexi Cap,UNION,rolling_3y,100.0
Flexi Cap,UNION,rolling_5y,100.0
Flexi Cap,UNION,sector_hhi,100.0
Flexi Cap,UNION,sharpe,100.0
Flexi Cap,UNION,sortino,100.0
Flexi Cap,UNION,stock_count,100.0
Flexi Cap,UNION,ter,100.0
Flexi Cap,UNION,top10,100.0
Flexi Cap,UNION,top3_sector,100.0
Flexi Cap,UNION,turnover,100.0
Flexi Cap,UNION,up_beta,100.0
Flexi Cap,UNION,volatility,100.0
Flexi Cap,UTI,aum,100.0
Flexi Cap,UTI,cagr_1y,100.0
Flexi Cap,UTI,cagr_3y,100.0
Flexi Cap,UTI,cagr_5y,100.0
Flexi Cap,UTI,down_beta,100.0
Flexi Cap,UTI,iqr_3y,100.0
Flexi Cap,UTI,iqr_5y,100.0
Flexi Cap,UTI,ir,100.0
Flexi Cap,UTI,manager_experience,100.0
Flexi Cap,UTI,max_dd,100.0
Flexi Cap,UTI,pb,100.0
Flexi Cap,UTI,pe,100.0
Flexi Cap,UTI,return_3m,100.0
Flexi Cap,UTI,return_6m,100.0
Flexi Cap,UTI,roe,100.0
Flexi Cap,UTI,rolling_3y,100.0
Flexi Cap,UTI,rolling_5y,100.0
Flexi Cap,UTI,sector_hhi,100.0
Flexi Cap,UTI,sharpe,100.0
Flexi Cap,UTI,sortino,100.0
Flexi Cap,UTI,stock_count,100.0
Flexi Cap,UTI,ter,100.0
Flexi Cap,UTI,top10,100.0
Flexi Cap,UTI,top3_sector,100.0
Flexi Cap,UTI,turnover,100.0
Flexi Cap,UTI,up_beta,100.0
Flexi Cap,UTI,volatility,100.0
Flexi Cap,WHITEOAK,aum,100.0
Flexi Cap,WHITEOAK,cagr_1y,100.0
Flexi Cap,WHITEOAK,cagr_3y,100.0
Flexi Cap,WHITEOAK,cagr_5y,0.0
Flexi Cap,WHITEOAK,down_beta,100.0
Flexi Cap,WHITEOAK,iqr_3y,0.0
Flexi Cap,WHITEOAK,iqr_5y,0.0
Flexi Cap,WHITEOAK,ir,100.0
Flexi Cap,WHITEOAK,manager_experience,100.0
Flexi Cap,WHITEOAK,max_dd,100.0
Flexi Cap,WHITEOAK,pb,100.0
Flexi Cap,WHITEOAK,pe,100.0
Flexi Cap,WHITEOAK,return_3m,100.0
Flexi Cap,WHITEOAK,return_6m,100.0
Flexi Cap,WHITEOAK,roe,100.0
Flexi Cap,WHITEOAK,rolling_3y,0.0
Flexi Cap,WHITEOAK,rolling_5y,0.0
Flexi Cap,WHITEOAK,sector_hhi,100.0
Flexi Cap,WHITEOAK,sharpe,100.0
Flexi Cap,WHITEOAK,sortino,100.0
Flexi Cap,WHITEOAK,stock_count,100.0
Flexi Cap,WHITEOAK,ter,100.0
Flexi Cap,WHITEOAK,top10,100.0
Flexi Cap,WHITEOAK,top3_sector,100.0
Flexi Cap,WHITEOAK,turnover,100.0
Flexi Cap,WHITEOAK,up_beta,100.0
Flexi Cap,WHITEOAK,volatility,100.0
Focused,ABSL,aum,100.0
Focused,ABSL,cagr_1y,100.0
Focused,ABSL,cagr_3y,100.0
Focused,ABSL,cagr_5y,100.0
Focused,ABSL,down_beta,100.0
Focused,ABSL,iqr_3y,100.0
Focused,ABSL,iqr_5y,100.0
Focused,ABSL,ir,100.0
Focused,ABSL,manager_experience,100.0
Focused,ABSL,max_dd,100.0
Focused,ABSL,pb,100.0
Focused,ABSL,pe,100.0
Focused,ABSL,return_3m,100.0
Focused,ABSL,return_6m,100.0
Focused,ABSL,roe,100.0
Focused,ABSL,rolling_3y,100.0
Focused,ABSL,rolling_5y,100.0
Focused,ABSL,sector_hhi,100.0
Focused,ABSL,sharpe,100.0
Focused,ABSL,sortino,100.0
Focused,ABSL,stock_count,100.0
Focused,ABSL,ter,100.0
Focused,ABSL,top10,100.0
Focused,ABSL,top3_sector,100.0
Focused,ABSL,turnover,100.0
Focused,ABSL,up_beta,100.0
Focused,ABSL,volatility,100.0
Focused,AXIS,aum,100.0
Focused,AXIS,cagr_1y,100.0
Focused,AXIS,cagr_3y,100.0
Focused,AXIS,cagr_5y,100.0
Focused,AXIS,down_beta,100.0
Focused,AXIS,iqr_3y,100.0
Focused,AXIS,iqr_5y,100.0
Focused,AXIS,ir,100.0
Focused,AXIS,manager_experience,100.0
Focused,AXIS,max_dd,100.0
Focused,AXIS,pb,100.0
Focused,AXIS,pe,100.0
Focused,AXIS,return_3m,100.0
Focused,AXIS,return_6m,100.0
Focused,AXIS,roe,100.0
Focused,AXIS,rolling_3y,100.0
Focused,AXIS,rolling_5y,100.0
Focused,AXIS,sector_hhi,100.0
Focused,AXIS,sharpe,100.0
Focused,AXIS,sortino,100.0
Focused,AXIS,stock_count,100.0
Focused,AXIS,ter,100.0
Focused,AXIS,top10,100.0
Focused,AXIS,top3_sector,100.0
Focused,AXIS,turnover,100.0
Focused,AXIS,up_beta,100.0
Focused,AXIS,volatility,100.0
Focused,BANDHAN,aum,100.0
Focused,BANDHAN,cagr_1y,100.0
Focused,BANDHAN,cagr_3y,100.0
Focused,BANDHAN,cagr_5y,100.0
Focused,BANDHAN,down_beta,100.0
Focused,BANDHAN,iqr_3y,100.0
Focused,BANDHAN,iqr_5y,100.0
Focused,BANDHAN,ir,100.0
Focused,BANDHAN,manager_experience,100.0
Focused,BANDHAN,max_dd,100.0
Focused,BANDHAN,pb,0.0
Focused,BANDHAN,pe,0.0
Focused,BANDHAN,return_3m,100.0
Focused,BANDHAN,return_6m,100.0
Focused,BANDHAN,roe,0.0
Focused,BANDHAN,rolling_3y,100.0
Focused,BANDHAN,rolling_5y,100.0
Focused,BANDHAN,sector_hhi,0.0
Focused,BANDHAN,sharpe,100.0
Focused,BANDHAN,sortino,100.0
Focused,BANDHAN,stock_count,100.0
Focused,BANDHAN,ter,100.0
Focused,BANDHAN,top10,100.0
Focused,BANDHAN,top3_sector,100.0
Focused,BANDHAN,turnover,100.0
Focused,BANDHAN,up_beta,100.0
Focused,BANDHAN,volatility,100.0
Focused,BARODA,aum,100.0
Focused,BARODA,cagr_1y,100.0
Focused,BARODA,cagr_3y,100.0
Focused,BARODA,cagr_5y,0.0
Focused,BARODA,down_beta,100.0
Focused,BARODA,iqr_3y,0.0
Focused,BARODA,iqr_5y,0.0
Focused,BARODA,ir,100.0
Focused,BARODA,manager_experience,100.0
Focused,BARODA,max_dd,100.0
Focused,BARODA,pb,100.0
Focused,BARODA,pe,100.0
Focused,BARODA,return_3m,100.0
Focused,BARODA,return_6m,100.0
Focused,BARODA,roe,100.0
Focused,BARODA,rolling_3y,0.0
Focused,BARODA,rolling_5y,0.0
Focused,BARODA,sector_hhi,100.0
Focused,BARODA,sharpe,100.0
Focused,BARODA,sortino,100.0
Focused,BARODA,stock_count,100.0
Focused,BARODA,ter,100.0
Focused,BARODA,top10,100.0
Focused,BARODA,top3_sector,100.0
Focused,BARODA,turnover,100.0
Focused,BARODA,up_beta,100.0
Focused,BARODA,volatility,100.0
Focused,CANARA,aum,100.0
Focused,CANARA,cagr_1y,100.0
Focused,CANARA,cagr_3y,100.0
Focused,CANARA,cagr_5y,0.0
Focused,CANARA,down_beta,100.0
Focused,CANARA,iqr_3y,100.0
Focused,CANARA,iqr_5y,0.0
Focused,CANARA,ir,100.0
Focused,CANARA,manager_experience,100.0
Focused,CANARA,max_dd,100.0
Focused,CANARA,pb,100.0
Focused,CANARA,pe,100.0
Focused,CANARA,return_3m,100.0
Focused,CANARA,return_6m,100.0
Focused,CANARA,roe,100.0
Focused,CANARA,rolling_3y,100.0
Focused,CANARA,rolling_5y,0.0
Focused,CANARA,sector_hhi,100.0
Focused,CANARA,sharpe,100.0
Focused,CANARA,sortino,100.0
Focused,CANARA,stock_count,100.0
Focused,CANARA,ter,100.0
Focused,CANARA,top10,100.0
Focused,CANARA,top3_sector,100.0
Focused,CANARA,turnover,100.0
Focused,CANARA,up_beta,100.0
Focused,CANARA,volatility,100.0
Focused,DSP,aum,100.0
Focused,DSP,cagr_1y,100.0
Focused,DSP,cagr_3y,100.0
Focused,DSP,cagr_5y,100.0
Focused,DSP,down_beta,100.0
Focused,DSP,iqr_3y,100.0
Focused,DSP,iqr_5y,100.0
Focused,DSP,ir,100.0
Focused,DSP,manager_experience,100.0
Focused,DSP,max_dd,100.0
Focused,DSP,pb,100.0
Focused,DSP,pe,100.0
Focused,DSP,return_3m,100.0
Focused,DSP,return_6m,100.0
Focused,DSP,roe,100.0
Focused,DSP,rolling_3y,100.0
Focused,DSP,rolling_5y,100.0
Focused,DSP,sector_hhi,100.0
Focused,DSP,sharpe,100.0
Focused,DSP,sortino,100.0
Focused,DSP,stock_count,100.0
Focused,DSP,ter,100.0
Focused,DSP,top10,100.0
Focused,DSP,top3_sector,100.0
Focused,DSP,turnover,100.0
Focused,DSP,up_beta,100.0
Focused,DSP,volatility,100.0
Focused,EDEL,aum,100.0
Focused,EDEL,cagr_1y,100.0
Focused,EDEL,cagr_3y,100.0
Focused,EDEL,cagr_5y,0.0
Focused,EDEL,down_beta,100.0
Focused,EDEL,iqr_3y,0.0
Focused,EDEL,iqr_5y,0.0
Focused,EDEL,ir,100.0
Focused,EDEL,manager_experience,100.0
Focused,EDEL,max_dd,100.0
Focused,EDEL,pb,100.0
Focused,EDEL,pe,100.0
Focused,EDEL,return_3m,100.0
Focused,EDEL,return_6m,100.0
Focused,EDEL,roe,100.0
Focused,EDEL,rolling_3y,0.0
Focused,EDEL,rolling_5y,0.0
Focused,EDEL,sector_hhi,100.0
Focused,EDEL,sharpe,100.0
Focused,EDEL,sortino,100.0
Focused,EDEL,stock_count,100.0
Focused,EDEL,ter,100.0
Focused,EDEL,top10,100.0
Focused,EDEL,top3_sector,100.0
Focused,EDEL,turnover,100.0
Focused,EDEL,up_beta,100.0
Focused,EDEL,volatility,100.0
Focused,FT,aum,100.0
Focused,FT,cagr_1y,100.0
Focused,FT,cagr_3y,100.0
Focused,FT,cagr_5y,100.0
Focused,FT,down_beta,100.0
Focused,FT,iqr_3y,100.0
Focused,FT,iqr_5y,100.0
Focused,FT,ir,100.0
Focused,FT,manager_experience,100.0
Focused,FT,max_dd,100.0
Focused,FT,pb,100.0
Focused,FT,pe,100.0
Focused,FT,return_3m,100.0
Focused,FT,return_6m,100.0
Focused,FT,roe,100.0
Focused,FT,rolling_3y,100.0
Focused,FT,rolling_5y,100.0
Focused,FT,sector_hhi,100.0
Focused,FT,sharpe,100.0
Focused,FT,sortino,100.0
Focused,FT,stock_count,100.0
Focused,FT,ter,100.0
Focused,FT,top10,100.0
Focused,FT,top3_sector,100.0
Focused,FT,turnover,100.0
Focused,FT,up_beta,100.0
Focused,FT,volatility,100.0
Focused,HDFC,aum,100.0
Focused,HDFC,cagr_1y,100.0
Focused,HDFC,cagr_3y,100.0
Focused,HDFC,cagr_5y,100.0
Focused,HDFC,down_beta,100.0
Focused,HDFC,iqr_3y,100.0
Focused,HDFC,iqr_5y,100.0
Focused,HDFC,ir,100.0
Focused,HDFC,manager_experience,100.0
Focused,HDFC,max_dd,100.0
Focused,HDFC,pb,100.0
Focused,HDFC,pe,100.0
Focused,HDFC,return_3m,100.0
Focused,HDFC,return_6m,100.0
Focused,HDFC,roe,100.0
Focused,HDFC,rolling_3y,100.0
Focused,HDFC,rolling_5y,100.0
Focused,HDFC,sector_hhi,100.0
Focused,HDFC,sharpe,100.0
Focused,HDFC,sortino,100.0
Focused,HDFC,stock_count,100.0
Focused,HDFC,ter,100.0
Focused,HDFC,top10,100.0
Focused,HDFC,top3_sector,100.0
Focused,HDFC,turnover,100.0
Focused,HDFC,up_beta,100.0
Focused,HDFC,volatility,100.0
Focused,ICICI,aum,100.0
Focused,ICICI,cagr_1y,100.0
Focused,ICICI,cagr_3y,100.0
Focused,ICICI,cagr_5y,100.0
Focused,ICICI,down_beta,100.0
Focused,ICICI,iqr_3y,100.0
Focused,ICICI,iqr_5y,100.0
Focused,ICICI,ir,100.0
Focused,ICICI,manager_experience,100.0
Focused,ICICI,max_dd,100.0
Focused,ICICI,pb,100.0
Focused,ICICI,pe,100.0
Focused,ICICI,return_3m,100.0
Focused,ICICI,return_6m,100.0
Focused,ICICI,roe,100.0
Focused,ICICI,rolling_3y,100.0
Focused,ICICI,rolling_5y,100.0
Focused,ICICI,sector_hhi,100.0
Focused,ICICI,sharpe,100.0
Focused,ICICI,sortino,100.0
Focused,ICICI,stock_count,100.0
Focused,ICICI,ter,100.0
Focused,ICICI,top10,100.0
Focused,ICICI,top3_sector,100.0
Focused,ICICI,turnover,100.0
Focused,ICICI,up_beta,100.0
Focused,ICICI,volatility,100.0
Focused,INVESCO,aum,100.0
Focused,INVESCO,cagr_1y,100.0
Focused,INVESCO,cagr_3y,100.0
Focused,INVESCO,cagr_5y,100.0
Focused,INVESCO,down_beta,100.0
Focused,INVESCO,iqr_3y,100.0
Focused,INVESCO,iqr_5y,100.0
Focused,INVESCO,ir,100.0
Focused,INVESCO,manager_experience,100.0
Focused,INVESCO,max_dd,100.0
Focused,INVESCO,pb,100.0
Focused,INVESCO,pe,100.0
Focused,INVESCO,return_3m,100.0
Focused,INVESCO,return_6m,100.0
Focused,INVESCO,roe,100.0
Focused,INVESCO,rolling_3y,100.0
Focused,INVESCO,rolling_5y,100.0
Focused,INVESCO,sector_hhi,100.0
Focused,INVESCO,sharpe,100.0
Focused,INVESCO,sortino,100.0
Focused,INVESCO,stock_count,100.0
Focused,INVESCO,ter,100.0
Focused,INVESCO,top10,100.0
Focused,INVESCO,top3_sector,100.0
Focused,INVESCO,turnover,100.0
Focused,INVESCO,up_beta,100.0
Focused,INVESCO,volatility,100.0
Focused,ITI,aum,100.0
Focused,ITI,cagr_1y,100.0
Focused,ITI,cagr_3y,0.0
Focused,ITI,cagr_5y,0.0
Focused,ITI,down_beta,100.0
Focused,ITI,iqr_3y,0.0
Focused,ITI,iqr_5y,0.0
Focused,ITI,ir,100.0
Focused,ITI,manager_experience,100.0
Focused,ITI,max_dd,100.0
Focused,ITI,pb,100.0
Focused,ITI,pe,100.0
Focused,ITI,return_3m,100.0
Focused,ITI,return_6m,100.0
Focused,ITI,roe,100.0
Focused,ITI,rolling_3y,0.0
Focused,ITI,rolling_5y,0.0
Focused,ITI,sector_hhi,100.0
Focused,ITI,sharpe,100.0
Focused,ITI,sortino,100.0
Focused,ITI,stock_count,100.0
Focused,ITI,ter,100.0
Focused,ITI,top10,100.0
Focused,ITI,top3_sector,100.0
Focused,ITI,turnover,100.0
Focused,ITI,up_beta,100.0
Focused,ITI,volatility,100.0
Focused,JM,aum,100.0
Focused,JM,cagr_1y,100.0
Focused,JM,cagr_3y,100.0
Focused,JM,cagr_5y,100.0
Focused,JM,down_beta,100.0
Focused,JM,iqr_3y,100.0
Focused,JM,iqr_5y,100.0
Focused,JM,ir,100.0
Focused,JM,manager_experience,100.0
Focused,JM,max_dd,100.0
Focused,JM,pb,100.0
Focused,JM,pe,100.0
Focused,JM,return_3m,100.0
Focused,JM,return_6m,100.0
Focused,JM,roe,100.0
Focused,JM,rolling_3y,100.0
Focused,JM,rolling_5y,100.0
Focused,JM,sector_hhi,100.0
Focused,JM,sharpe,100.0
Focused,JM,sortino,100.0
Focused,JM,stock_count,100.0
Focused,JM,ter,100.0
Focused,JM,top10,100.0
Focused,JM,top3_sector,100.0
Focused,JM,turnover,100.0
Focused,JM,up_beta,100.0
Focused,JM,volatility,100.0
Focused,KOTAK,aum,100.0
Focused,KOTAK,cagr_1y,100.0
Focused,KOTAK,cagr_3y,100.0
Focused,KOTAK,cagr_5y,100.0
Focused,KOTAK,down_beta,50.0
Focused,KOTAK,iqr_3y,100.0
Focused,KOTAK,iqr_5y,100.0
Focused,KOTAK,ir,50.0
Focused,KOTAK,manager_experience,100.0
Focused,KOTAK,max_dd,100.0
Focused,KOTAK,pb,100.0
Focused,KOTAK,pe,100.0
Focused,KOTAK,return_3m,100.0
Focused,KOTAK,return_6m,100.0
Focused,KOTAK,roe,100.0
Focused,KOTAK,rolling_3y,100.0
Focused,KOTAK,rolling_5y,100.0
Focused,KOTAK,sector_hhi,100.0
Focused,KOTAK,sharpe,50.0
Focused,KOTAK,sortino,50.0
Focused,KOTAK,stock_count,100.0
Focused,KOTAK,ter,100.0
Focused,KOTAK,top10,0.0
Focused,KOTAK,top3_sector,100.0
Focused,KOTAK,turnover,100.0
Focused,KOTAK,up_beta,50.0
Focused,KOTAK,volatility,100.0
Focused,LIC,aum,100.0
Focused,LIC,cagr_1y,100.0
Focused,LIC,cagr_3y,0.0
Focused,LIC,cagr_5y,0.0
Focused,LIC,down_beta,100.0
Focused,LIC,iqr_3y,0.0
Focused,LIC,iqr_5y,0.0
Focused,LIC,ir,100.0
Focused,LIC,manager_experience,100.0
Focused,LIC,max_dd,100.0
Focused,LIC,pb,100.0
Focused,LIC,pe,100.0
Focused,LIC,return_3m,100.0
Focused,LIC,return_6m,100.0
Focused,LIC,roe,100.0
Focused,LIC,rolling_3y,0.0
Focused,LIC,rolling_5y,0.0
Focused,LIC,sector_hhi,100.0
Focused,LIC,sharpe,100.0
Focused,LIC,sortino,100.0
Focused,LIC,stock_count,100.0
Focused,LIC,ter,100.0
Focused,LIC,top10,100.0
Focused,LIC,top3_sector,100.0
Focused,LIC,turnover,100.0
Focused,LIC,up_beta,100.0
Focused,LIC,volatility,100.0
Focused,MIRAE,aum,100.0
Focused,MIRAE,cagr_1y,100.0
Focused,MIRAE,cagr_3y,100.0
Focused,MIRAE,cagr_5y,100.0
Focused,MIRAE,down_beta,100.0
Focused,MIRAE,iqr_3y,100.0
Focused,MIRAE,iqr_5y,100.0
Focused,MIRAE,ir,100.0
Focused,MIRAE,manager_experience,100.0
Focused,MIRAE,max_dd,100.0
Focused,MIRAE,pb,100.0
Focused,MIRAE,pe,100.0
Focused,MIRAE,return_3m,100.0
Focused,MIRAE,return_6m,100.0
Focused,MIRAE,roe,100.0
Focused,MIRAE,rolling_3y,100.0
Focused,MIRAE,rolling_5y,100.0
Focused,MIRAE,sector_hhi,100.0
Focused,MIRAE,sharpe,100.0
Focused,MIRAE,sortino,100.0
Focused,MIRAE,stock_count,100.0
Focused,MIRAE,ter,100.0
Focused,MIRAE,top10,100.0
Focused,MIRAE,top3_sector,100.0
Focused,MIRAE,turnover,100.0
Focused,MIRAE,up_beta,100.0
Focused,MIRAE,volatility,100.0
Focused,MM,aum,100.0
Focused,MM,cagr_1y,100.0
Focused,MM,cagr_3y,100.0
Focused,MM,cagr_5y,100.0
Focused,MM,down_beta,100.0
Focused,MM,iqr_3y,100.0
Focused,MM,iqr_5y,100.0
Focused,MM,ir,100.0
Focused,MM,manager_experience,100.0
Focused,MM,max_dd,100.0
Focused,MM,pb,0.0
Focused,MM,pe,0.0
Focused,MM,return_3m,100.0
Focused,MM,return_6m,100.0
Focused,MM,roe,0.0
Focused,MM,rolling_3y,100.0
Focused,MM,rolling_5y,100.0
Focused,MM,sector_hhi,100.0
Focused,MM,sharpe,100.0
Focused,MM,sortino,100.0
Focused,MM,stock_count,100.0
Focused,MM,ter,100.0
Focused,MM,top10,100.0
Focused,MM,top3_sector,100.0
Focused,MM,turnover,100.0
Focused,MM,up_beta,100.0
Focused,MM,volatility,100.0
Focused,MOTILAL,aum,100.0
Focused,MOTILAL,cagr_1y,100.0
Focused,MOTILAL,cagr_3y,100.0
Focused,MOTILAL,cagr_5y,100.0
Focused,MOTILAL,down_beta,100.0
Focused,MOTILAL,iqr_3y,100.0
Focused,MOTILAL,iqr_5y,100.0
Focused,MOTILAL,ir,100.0
Focused,MOTILAL,manager_experience,100.0
Focused,MOTILAL,max_dd,100.0
Focused,MOTILAL,pb,100.0
Focused,MOTILAL,pe,100.0
Focused,MOTILAL,return_3m,100.0
Focused,MOTILAL,return_6m,100.0
Focused,MOTILAL,roe,100.0
Focused,MOTILAL,rolling_3y,100.0
Focused,MOTILAL,rolling_5y,100.0
Focused,MOTILAL,sector_hhi,100.0
Focused,MOTILAL,sharpe,100.0
Focused,MOTILAL,sortino,100.0
Focused,MOTILAL,stock_count,100.0
Focused,MOTILAL,ter,100.0
Focused,MOTILAL,top10,100.0
Focused,MOTILAL,top3_sector,100.0
Focused,MOTILAL,turnover,100.0
Focused,MOTILAL,up_beta,100.0
Focused,MOTILAL,volatility,100.0
Focused,NIPPON,aum,100.0
Focused,NIPPON,cagr_1y,100.0
Focused,NIPPON,cagr_3y,100.0
Focused,NIPPON,cagr_5y,100.0
Focused,NIPPON,down_beta,100.0
Focused,NIPPON,iqr_3y,100.0
Focused,NIPPON,iqr_5y,100.0
Focused,NIPPON,ir,100.0
Focused,NIPPON,manager_experience,100.0
Focused,NIPPON,max_dd,100.0
Focused,NIPPON,pb,100.0
Focused,NIPPON,pe,100.0
Focused,NIPPON,return_3m,100.0
Focused,NIPPON,return_6m,100.0
Focused,NIPPON,roe,100.0
Focused,NIPPON,rolling_3y,100.0
Focused,NIPPON,rolling_5y,100.0
Focused,NIPPON,sector_hhi,100.0
Focused,NIPPON,sharpe,100.0
Focused,NIPPON,sortino,100.0
Focused,NIPPON,stock_count,100.0
Focused,NIPPON,ter,100.0
Focused,NIPPON,top10,100.0
Focused,NIPPON,top3_sector,100.0
Focused,NIPPON,turnover,100.0
Focused,NIPPON,up_beta,100.0
Focused,NIPPON,volatility,100.0
Focused,ONE360,aum,100.0
Focused,ONE360,cagr_1y,100.0
Focused,ONE360,cagr_3y,100.0
Focused,ONE360,cagr_5y,100.0
Focused,ONE360,down_beta,100.0
Focused,ONE360,iqr_3y,100.0
Focused,ONE360,iqr_5y,100.0
Focused,ONE360,ir,100.0
Focused,ONE360,manager_experience,0.0
Focused,ONE360,max_dd,100.0
Focused,ONE360,pb,100.0
Focused,ONE360,pe,100.0
Focused,ONE360,return_3m,100.0
Focused,ONE360,return_6m,100.0
Focused,ONE360,roe,100.0
Focused,ONE360,rolling_3y,100.0
Focused,ONE360,rolling_5y,100.0
Focused,ONE360,sector_hhi,100.0
Focused,ONE360,sharpe,100.0
Focused,ONE360,sortino,100.0
Focused,ONE360,stock_count,100.0
Focused,ONE360,ter,100.0
Focused,ONE360,top10,100.0
Focused,ONE360,top3_sector,100.0
Focused,ONE360,turnover,100.0
Focused,ONE360,up_beta,100.0
Focused,ONE360,volatility,100.0
Focused,QUANT,aum,100.0
Focused,QUANT,cagr_1y,100.0
Focused,QUANT,cagr_3y,100.0
Focused,QUANT,cagr_5y,100.0
Focused,QUANT,down_beta,100.0
Focused,QUANT,iqr_3y,100.0
Focused,QUANT,iqr_5y,100.0
Focused,QUANT,ir,100.0
Focused,QUANT,manager_experience,100.0
Focused,QUANT,max_dd,100.0
Focused,QUANT,pb,100.0
Focused,QUANT,pe,100.0
Focused,QUANT,return_3m,100.0
