amc,metric,coverage_pct
UNIFI,max_dd,0.0
UNIFI,pb,100.0
UNIFI,pe,100.0
UNIFI,return_3m,0.0
UNIFI,return_6m,0.0
UNIFI,roe,100.0
UNIFI,rolling_3y,0.0
UNIFI,rolling_5y,0.0
UNIFI,sector_hhi,100.0
UNIFI,sharpe,0.0
UNIFI,sortino,0.0
UNIFI,stock_count,100.0
UNIFI,ter,100.0
UNIFI,top10,100.0
UNIFI,top3_sector,100.0
UNIFI,turnover,100.0
UNIFI,up_beta,0.0
UNIFI,volatility,0.0
UNION,aum,100.0
UNION,cagr_1y,100.0
UNION,cagr_3y,100.0
UNION,cagr_5y,88.88888888888889
UNION,down_beta,100.0
UNION,iqr_3y,88.88888888888889
UNION,iqr_5y,88.88888888888889
UNION,ir,100.0
UNION,manager_experience,100.0
UNION,max_dd,100.0
UNION,pb,100.0
UNION,pe,100.0
UNION,return_3m,100.0
UNION,return_6m,100.0
UNION,roe,100.0
UNION,rolling_3y,88.88888888888889
UNION,rolling_5y,88.88888888888889
UNION,sector_hhi,100.0
UNION,sharpe,100.0
UNION,sortino,100.0
UNION,stock_count,100.0
UNION,ter,100.0
UNION,top10,100.0
UNION,top3_sector,100.0
UNION,turnover,100.0
UNION,up_beta,100.0
UNION,volatility,100.0
UTI,aum,100.0
UTI,cagr_1y,88.88888888888889
UTI,cagr_3y,88.88888888888889
UTI,cagr_5y,77.77777777777779
UTI,down_beta,88.88888888888889
UTI,iqr_3y,77.77777777777779
UTI,iqr_5y,77.77777777777779
UTI,ir,88.88888888888889
UTI,manager_experience,100.0
UTI,max_dd,88.88888888888889
UTI,pb,100.0
UTI,pe,100.0
UTI,return_3m,88.88888888888889
UTI,return_6m,88.88888888888889
UTI,roe,100.0
UTI,rolling_3y,77.77777777777779
UTI,rolling_5y,77.77777777777779
UTI,sector_hhi,100.0
UTI,sharpe,88.88888888888889
UTI,sortino,88.88888888888889
UTI,stock_count,100.0
UTI,ter,100.0
UTI,top10,100.0
UTI,top3_sector,100.0
UTI,turnover,100.0
UTI,up_beta,88.88888888888889
UTI,volatility,88.88888888888889
WHITEOAK,aum,100.0
WHITEOAK,cagr_1y,100.0
WHITEOAK,cagr_3y,66.66666666666666
WHITEOAK,cagr_5y,0.0
WHITEOAK,down_beta,66.66666666666666
WHITEOAK,iqr_3y,0.0
WHITEOAK,iqr_5y,0.0
WHITEOAK,ir,66.66666666666666
WHITEOAK,manager_experience,100.0
WHITEOAK,max_dd,100.0
WHITEOAK,pb,100.0
WHITEOAK,pe,100.0
WHITEOAK,return_3m,100.0
WHITEOAK,return_6m,100.0
WHITEOAK,roe,100.0
WHITEOAK,rolling_3y,0.0
WHITEOAK,rolling_5y,0.0
WHITEOAK,sector_hhi,100.0
WHITEOAK,sharpe,66.66666666666666
WHITEOAK,sortino,66.66666666666666
WHITEOAK,stock_count,100.0
WHITEOAK,ter,100.0
WHITEOAK,top10,100.0
WHITEOAK,top3_sector,100.0
WHITEOAK,turnover,100.0
WHITEOAK,up_beta,66.66666666666666
WHITEOAK,volatility,100.0
